	Id	Job Title	Company Name	Time	Province	Location	Salary	Job Desription	Requirements	Benefits	Link	Logo
0	1	Android Developer (Kotlin/Java)	Softfoundry	9m	['Ho Chi Minh']	15 Le Thanh Ton, District 1, Ho Chi Minh See map	Thương lượng	['The Company', 'Based on Patented advanced video communication technology supporting multi-HD,multi-codec multi-applications carrier-class platform, SOFTFOUNDRY is the world leader for High Definition Telepresence and Collaboration solutions for the managed and secured network used in Governments, enterprises, financial/insurance, healthcare, education and carriers.', 'Furthermore, SOFTFOUNRY has expanded this new multi-HD platform to the new Frontier of smart service for Industry, AI eLearning, eHealthcare, collaboration in unified communication, and mobile office, over the 5G/4G//wifi/satellite communication network. Our goal is to create value for customers and develop new economic applications of mobile networks for the future smart nation, which can help humankind reduce carbon, increase efficiency, and improve learning and care. FacePro next generation Communication Solutions make organizations and individual professionals more effective, productive, and profitable. Softfoundry FacePro has been deployed in various industrial sectors such as smart manufacturing, telemedicine,  telecommunication,  education &, etc., which also consists of Fortune 500 companies. For more information, please visit ', 'The Job', 'If you are looking for a challenging, fast-paced, and rewarding environment that offers professional advancement and personal growth opportunities, SOFTFOUNDRY is the place for you. Our leading mobile applications FacePro and Xpert System, are published to customers in Asia Pacific markets. We are looking for creative and results-oriented Android/ iOS app development talents to join our team. If you have interests in the job, pls send your resume to']	['BS/MS degree in Computer Science, Engineering or a related subject, 3 years working experience in Android app development.', 'Fast learning new technology, self-motivated, self-disciplined, young, and result-oriented mind.', 'Proficient in Java language and proven working experience in Android app development', 'Familiar with Android development platform and framework, and have a deeper understanding of the underlying interface of Android;', 'Familiar with the network communication mechanism under Android, with multi-threaded programming experience;', 'Proficiency in using common program design patterns and frameworks;', 'Good at analytical thinking and problem-solving, good at organizational skills, and attention to details', 'Understanding about client/server app, basic UI/UX for mobile app design.', 'Experienced with video/audio processing, video rendering, video call app, WEBrtc is a plus', 'Knowledgeable in Kotlin, C/C++, Python, Unity and ARCore is preferred;   ']	['We are passionate individuals driven to succeed. Our work culture is characterized by strong team spirit, high degrees of openness and innovation, and strong collaboration across fields. ', 'We love the freedom of an entrepreneurial company and are looking for like-minded, ', 'Ambitious professionals desire to build something new and actively support our young company in its growth to greatness. You will love working here!', 'Good salary package.', 'Opportunities to improve English skills within international teams in Singapore, China, Indonesia, India and Taiwan.', 'Opportunities to gain hands-on experience in cutting-edge technologies. We have a strong core team, which always apply new technology into our works.', 'Opportunities to become one of key members of Softfoundry as we build this fast growing company together.', '12 days off for relaxing each year.', 'Participate into free & fun football club, book club with free support from our company. ']	https://itviec.com/it-jobs/android-developer-kotlin-java-softfoundry-5404?lab_feature=preview_jd_page	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOEEzREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--98579428a7fef20016c471ef4d49bc64016ec8ad/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/softfoundry-logo.png
1	2	iOS Developer (Objective C / C++)	Softfoundry	9m	['Ho Chi Minh']	15 Le Thanh Ton, District 1, Ho Chi Minh See map	Thương lượng	['The Company', 'Based on Patented advanced video communication technology supporting multi-HD,multi-codec multi-applications carrier-class platform, SOFTFOUNDRY is the world leader for High Definition Telepresence and Collaboration solutions for the managed and secured network used in Governments, enterprises, financial/insurance, healthcare, education and carriers.', 'Furthermore, SOFTFOUNRY has expanded this new multi-HD platform to the new Frontier of smart service for Industry, AI eLearning, eHealthcare, collaboration in unified communication, and mobile office, over the 5G/4G//wifi/satellite communication network. Our goal is to create value for customers and develop new economic applications of mobile networks for the future smart nation, which can help humankind reduce carbon, increase efficiency, and improve learning and care. FacePro next generation Communication Solutions make organizations and individual professionals more effective, productive, and profitable. Softfoundry FacePro has been deployed in various industrial sectors such as smart manufacturing, telemedicine,  telecommunication,  education &, etc., which also consists of Fortune 500 companies. For more information, please visit ', ' The Job', 'If you are looking for a challenging, fast-paced, and rewarding environment that offers professional advancement and personal growth opportunities, SOFTFOUNDRY is the place for you. Our leading mobile applications FacePro and Xpert System, are published to customers in Asia Pacific markets. We are looking for creative and results-oriented Android/ iOS app development talents to join our team. If you have interests in the job, pls send your resume to']	['BS/MS degree in Computer Science, Engineering or a related subject, 3 years working experience in iOS app development.', 'Fast learning new technology, self-motivated, self-disciplined, young and result-oriented mind.', 'Good objective-C /C/C++ skills and iOS/OSX system structure; ', 'Familiar with multi-thread technical details; Familiar with a network communication protocol and understand its working principle; ', 'Have a deep understanding of iOS message operation principle; Proficient in various UI controls, able to achieve complex interface interaction; ', 'Proficient in high-performance programming and performance optimization under iOS platform. Capable of debugging and analyzing the application layer, quickly locate and solving problems such as crash;   ', 'Experienced with video/audio processing, video rendering, video call app, WEBrtc is a plus.', 'Knowledgeable in Python, Unity, and ARKit is preferred. ']	['We are passionate individuals driven to succeed. Our work culture is characterized by strong team spirit, high degrees of openness and innovation, and strong collaboration across fields. ', 'We love the freedom of an entrepreneurial company and are looking for like-minded, ', 'Ambitious professionals desire to build something new and actively support our young company in its growth to greatness. You will love working here!', 'Good salary package.', 'Opportunities to improve English skills within international teams in Singapore, China, Indonesia, India and Taiwan.', 'Opportunities to gain hands-on experience in cutting-edge technologies. We have a strong core team, which always apply new technology into our works.', 'Opportunities to become one of key members of Softfoundry as we build this fast growing company together.', '12 days off for relaxing each year.', 'Participate into free & fun football club, book club with free support from our company. ']	https://itviec.com/it-jobs/ios-developer-softfoundry-5721?lab_feature=preview_jd_page	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOEEzREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--98579428a7fef20016c471ef4d49bc64016ec8ad/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/softfoundry-logo.png
2	3	C++ Developer (OOP/Linux)	Softfoundry	11m	['Ho Chi Minh']	15 Le Thanh Ton, District 1, Ho Chi Minh See map	Thương lượng	['The Company', 'Based on Patented advanced video communication technology supporting multi-HD,multi-codec multi-applications carrier-class platform, SOFTFOUNDRY is the world leader for High Definition Telepresence and Collaboration solutions for the managed and secured network used in Governments, enterprises, financial/insurance, healthcare, education and carriers.', 'Furthermore, SOFTFOUNRY has expanded this new multi-HD platform to the new Frontier of smart service for Industry, AI eLearning, eHealthcare, collaboration in unified communication, and mobile office, over the 5G/4G//wifi/satellite communication network. Our goal is to create value for customers and develop new economic applications of mobile networks for the future smart nation, which can help humankind reduce carbon, increase efficiency, and improve learning and care. FacePro next generation Communication Solutions make organizations and individual professionals more effective, productive, and profitable. Softfoundry FacePro has been deployed in various industrial sectors such as smart manufacturing, telemedicine,  telecommunication,  education &, etc., which also consists of Fortune 500 companies. For more information, please visit www.softfoundry.com', 'The Job', 'If you are looking for a challenging, fast-paced, and rewarding environment that offers professional advancement and personal growth opportunities, SOFTFOUNDRY is the place for you. Our leading mobile applications FacePro and Xpert System, are published to customers in Asia Pacific markets. We are looking for creative and results-oriented Android/ iOS app development talents to join our team. If you have interests in the job, pls send your resume to', 'Duties and responsibilities', 'Design, build and maintain efficient and reliable C++ code', 'Work closely with other engineers to develop new products', 'Work on extensions of existing products', 'Suggest and implement improvements on current products', 'Plan, design, develop, manage, document, test, deploy, and support new and existing modules', 'Hands-on algorithm complexities', 'Development of the next-generation software', 'Basic Database systems - indexes, filters']	['Main requirements: ', 'BS/MS degree in Computer Science, Engineering or a related subject, 3 years working experiences in mobile app development.', 'Experience with algorithms/data structures knowledge', 'Good OOP knowledge', 'Software development lifecycle experience', 'Experience with either Android, OS X, IOS, Windows or LINUX', 'Good understanding of TCP/IP protocol', 'Coordination with other developers for cross-functional requirements implementation and tests', 'Resolve issues proactively to deliver high quality products', 'Experienced with video/audio processing, video rendering, video call app is a plus', 'Young (1990-), passionate, funny, love football? Good drinking guy? ^_^']	['We are passionate individuals driven to succeed. Our work culture is characterized by strong team spirit, high degrees of openness and innovation, and strong collaboration across fields. ', 'We love the freedom of an entrepreneurial company and are looking for like-minded, ', 'Ambitious professionals desire to build something new and actively support our young company in its growth to greatness. You will love working here!', 'Good salary package.', 'Opportunities to improve English skills within international teams in Singapore, China, Indonesia, India and Taiwan.', 'Opportunities to gain hands-on experience in cutting-edge technologies. We have a strong core team, which always apply new technology into our works.', 'Opportunities to become one of key members of Softfoundry as we build this fast growing company together.', '12 days off for relaxing each year.', 'Participate into free & fun football club, book club with free support from our company. ']	https://itviec.com/it-jobs/c-developer-oop-linux-softfoundry-0441?lab_feature=preview_jd_page	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOEEzREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--98579428a7fef20016c471ef4d49bc64016ec8ad/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/softfoundry-logo.png
3	4	Android Engineer (Java/Kotlin/Flutter)	Nimble	14m	['Ho Chi Minh', 'Da Nang']	WeWork, Lim Tower 3, 03-101, 29A Nguyễn Đình Chiểu, Đa Kao Ward, District 1, Ho Chi Minh See map	Thương lượng	"['We are a team of passionate software engineers, product managers, and designers that enjoy building outstanding web and mobile applications.', ""Millions of people use our apps. We work for companies of all sizes; from 1-person startups to Fortune 500 enterprises. We take a collaborative and product development approach, creating custom software that people will love to use and solving our clients' problems so that they can focus on what they do best - better."", 'Working Location', 'We have 2 offices in Vietnam, you can choose whether you would like to work in Ho Chi Minh City or Da Nang', 'What you will do', 'You will be part of the development team in a project squad with the Product Owner, UIUX, and other developers.', 'Write clean, composable, and maintainable code as you develop world-class products for our clients.', 'Write automated tests to build and maintain the product we build for our clients.', 'Do code reviews with your squad members.', 'Learn new technologies, languages, and techniques so that you are able to adapt to the evolving needs of our clients.', 'Mentor junior members via pair-programming and sharing your knowledge through team rituals (sprint planning and bi-weekly retrospectives).', 'Collaborate with other team members to define the internal processes and initiatives to help the company accomplish its mission. Our handbook has been written by the whole team.']"	"['2+ years of professional Android development experience. Experience in Java or Kotlin is a must. Experience in Flutter is a big plus.', 'Experience in writing automated tests for mobile applications.', 'Enjoy working on challenging solutions and systems.', 'Believe that building great applications is not only about delivering code that “works”, but involves thinking about reusability, maintainability, security, and performance.', 'A ""Can do attitude"" and a product mindset.', 'Confidence in communicating in English.', 'Due to COVID-19 and international travel restriction, we are able to process candidates who are currently residing in Vietnam only. If you are living outside of Vietnam, we will get in touch with you once the travel ban is lifted.']"	['You will be proud of any product that has our name on it.', 'We are an engineering-focused company. Both co-founders are software engineers and led the tech teams at the most prominent e-commerce powerhouses in South East Asia.', 'We really pay attention and care about processes, high quality, and aesthetics.', 'Strong processes. We not only believe but also really work following agile principles. Developers work on well-sized and well-defined user stories, do estimates using points and work iteratively in short sprints (1-2 weeks).', 'Regular one-on-one reviews to constantly improve and grow. We have a clearly defined process for our developers to level up continuously not only their technical skills but also soft skills.', 'The vast amount of learning resources (Pluralsight, Pragpub, Leanpub, (e-)books, etc.) and yearly education allowance to step up your game.', 'Private medical insurance (Liberty) from day one, company care fund, and social welfare coverage.', 'Great equipment consisting of a MacBook Pro, large screens, and any accessory to let you work comfortably. Our equipment is renewed every 3 years.', 'Casual work attire for everyone.', 'Comfortable and modern office space environment in the heart of Ho Chi Minh City and Da Nang.', 'Company-wide Work-From-Home policy', 'Work From Home allowance to set up your home office the right way!', 'Our office kitchen is fully stocked with drinks and snacks for the team.', 'Visa and work permit for foreigners. If you live abroad, we provide a relocation assistance package consisting of a plane ticket allowance and up to 3 weeks of initial accommodation.', '26 days of paid leaves/year (11 public holidays + 15 personal days).', 'Sabbatical month every 3 years.', 'Company outing every year.', 'And many more perks!']	https://itviec.com/it-jobs/mobile-engineer-android-kotlin-flutter-nimble-5840?lab_feature=preview_jd_page	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMk0rRGc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0c02fa6e161d84d9e04fa5400ceff5be917b6a97/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/nimbl3-logo.png
4	5	Javascript BE Developer for ServiceNow	DXC Vietnam	26m	['Ho Chi Minh']	eTown 5 Building, 364 Cong Hoa, Tan Binh, Ho Chi Minh See map	Thương lượng	['Senior Technical Consultant/Senior Developers: We’re hiring for a passionate Senior Technical to design, configure, develop a software based on Enterprise Platform to provide Digital Transformation to our clients. The Senior Technical is the functional and technical expert in customer engagements.', '  CÁC PHÚC LỢI DÀNH CHO BẠN', '18 days off for relaxing each year, 30 sick off days. Global/Flexible working  environment, opportunities to develop skill', 'Good salary package, 13th month salary. Salary review per year & performance bonus', 'MÔ TẢ CÔNG VIỆC', '***Responsibilities and duties:', 'Participate in workshops with customers to assess current processes and establish future-state processes.', 'Design and deliver User stories/ solutions with a technical architecture designed for long-term success and following technical standards and leading practices.', 'Build high-quality, clean, scalable\u202fand reusable code by enforcing best\u202fpractices around software\u202fengineering architecture and\u202fprocesses (Code Reviews, Unit\u202ftesting, etc.)', 'Provide oversight and unit testing of code developed by partner or customer employees.', 'Advise customers on how to take advantage of the ServiceNow Platform capabilities to improve their business processes.', 'Guide customers in completing required documentation such as business requirement workbooks for technical aspects of the solution.', 'Work with the product\u202fowners to understand detailed\u202frequirements and own your code\u202ffrom design, implementation, test\u202fautomation and delivery of high-quality product to our\u202fusers.', 'Implement software\u202fthat is simple to\u202fuse to allow customers to\u202fextend and customize the\u202ffunctionality to meet their specific needs', 'Contribute to the design and\u202fimplementation of new products and\u202ffeatures while also enhancing the\u202fexisting product\u202fsuite', 'Be a mentor for colleagues and\u202fhelp promote knowledge-sharing', 'Participates in all technical aspects of the development projects and solution delivery pertaining to ServiceNow utilizing Agile/Scrum methodology', 'Interface with internal and external technical teams to successfully test and deliver to project requirements.  ', 'Demonstrate knowledge of REST/SOAP Web Services, the ability to code with Javascript, understanding of event driven development, understanding of database concepts and understanding of integration concepts between parties']	"['***Requirements and skills:', ""Diplom/Bachelor's degree in systems engineering, computer science, management information systems, or related field required."", '2-4+ years of experience with Java/.Net/Javascript or a\u202fsimilar OO language', 'Knowledge of ITIL Processes a plus.', 'Experience with Java Script code a plus', 'Experience with REST/SOAP Webservices a plus', 'Knowledge of ServiceNow scripting and be able to work with forms, tables and navigate around in ServiceNow a plus.', 'Good verbal and written communication skills; Good speaking and understanding of the English Language', 'Ability to work collaboratively with other Stakeholders/SCRUM teams', 'Ability to Identify issues/deficiencies, and recommend solutions, with a mindset for continuous improvement', 'Ability to work independently and as part of a global team', 'Ability to work full time in a fast-paced environment; physically able to sit/stand at a computer and work in front of a computer screen for significant portions of the work day', 'Scrum / Agile Experience ']"	['Why We Are Different?', 'At DXC Vietnam, we acknowledge that our associates are the greatest asset and we make sure to provide our talents an exciting job and work/life balance.', 'A Great Place to Work: We provide our associates a range of programs in the workplace to help maintain healthy and work life balance (Sport/Tournaments/Yoga, Music Band, etc.).', 'Various Recreation Activities: We offer our associates a great number of recreation activities through-out the year include sports, yoga practices, internal contest, etc. which greatly promote the unity and team spirit (DXC Amazing Race, DXC Got Talent, etc.)', 'Extra Healthcare & Insurance Programs: We wish to bring our associates the best for their health by offering superior benefits that support health and wellness.', 'Incentive for Learning Achievement: We encourage our associates to strive for more learning achievements with the attractive incentive programs (Technical/ English Incentive Awards, etc.)', 'Recognition Award Programs: We always acknowledge the significant contributions of our associates who constantly deliver greater value to our clients and contribute significantly to the growth of the company by the attractive recognition awards (Tech Global Award, Individual/Team Excellent Awards, etc.)', 'Tech6 Program: A frame work to foster digital technology engagements through 6 key activities that inspire, connect, educate, build, give and inform.', 'Training & Development: Our global environment promotes lifelong learning. We invest in both infrastructure and content to ensure that employees all over the world have access to high-quality learning opportunities through DXC University & extensive Training Workshops which are regularly organized weekly.', 'Overseas Transfer Program: A great number of our associates have been selected to work with our clients in the United States, Australia, United Kingdom, Dubai, Japan, Switzerland, Germany, Singapore, etc. This is really a great opportunity for our associates to fully improve their understanding and outlook of other cultures, global life style, and enabling them to develop a truly global vision and gain a rich perspective of experience life-changing insights.', 'Corporate Responsibility: Our associates make the company and our CR efforts successful. We have demonstrated our full commitment to sharing and building the local community by organizing a wide range of charity activities in Vietnam throughout the year (Charity visits, Fun Run, Blood Donation, Disaster relief efforts, House Donation, etc.)']	https://itviec.com/it-jobs/javascript-be-developer-for-servicenow-dxc-vietnam-2950?lab_feature=preview_jd_page	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBemJFSGc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9fa28cbb89bff17e4ba66caa8a3c0a6ffb00806b/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/DXC%20Logo_Purple+Black%20RGB.png
5	6	05 .Net Developers (ASP.NET, Agile)	IFI Solution - An NTT Data Company	26m	['Ha Noi']	98 Nguy Nhu Kon Tum, Thanh Xuan, Ha Noi See map	Thương lượng	['Development of operational procedures and interfaces;', 'Development of user interface for external data requests;', 'Development and implementation of APIs to request and download observations', 'Technical documentation including software documentation and user manuals for the web user interface']	['Having at least 3 years working experience in .NET Core, ASP. NET', 'Working experience in Agile, Scrum development process is a plus.', 'Nice to have: Git, Blazor, Docker, Azure CI/CD, OAuth, OpenID.', 'Ability to communicate verbally in English']	['Salary: 30M – 60M/month', 'Salary package: 13 months of income per year', 'OT compensation: up to 400%', 'Bonus on birthday, New Year’s Eve, 30/4&1/5, 2/9: 500.000VND', 'Child benefit: 500.000 VND per month (from the age of 7 to 24 months old)', 'Shopping or travel voucher 5.000.000VND for official employees who have been working for more than a year and obtain excellent performance review', 'Annual teambuilding: summer trip, many indoor and outdoor activities such as yoga club, soccer club, swimming club,…', 'Professional and dynamic working environment', 'Full insurance package which is compliant with Labor law', '12 annual leaves per year', 'Working time: 08:45 AM – 12:15 PM , 01:30 PM – 06:00 PM, from Monday to Friday. Employees have two days off per week (Saturday and Sunday).']	https://itviec.com/it-jobs/05-net-developers-asp-net-agile-ifi-solution-an-ntt-data-company-1700?lab_feature=preview_jd_page	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMk1vREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2dec28b9e01b6d8804a425018007fcda623b7231/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/ifi-solution-an-ntt-data-company-logo.png
6	7	IAM Engineers (JAVA, IAM)	Adnovum Vietnam	26m	['Ho Chi Minh']	Etown 2 Building, 364 Cong Hoa, Tan Binh, Ho Chi Minh See map	Thương lượng	['Your role', 'As an IAM Engineer, you will work on a wide variety of challenging IAM solution implementation projects for renowned clients from different industries.', 'In your daily work, you will', 'Implementation of functional and non-functional requirements (availability, security, performance, etc.) of IAM solutions according to specification.', 'Write documentations (requirement, design, test, guides, etc.)', 'Design and provide estimation of technical solutions', 'Develop Unit Test and SIT Test Cases', 'Install and configure IAM/Security products and application integrations', 'Develop integration modules, extensions or customizations for IAM/Security products', 'Develop scripts and tools for data migration (data checking, cleansing, transformation, merging, loading, reconciliation)', 'Support and maintenance ', 'Collaborate with other Adnovum employees in international cross-functional teams to achieve goals']	['Your experience and skills', 'To master this job, you should have', 'at least 1 year of experience in professional software development/implementation', 'Good communication skills in English.', 'Hands-on technical project experience in any/ some of the following technologies:', '  IAM software products (e.g. Microsoft Azure, Okta, ForgeRock, OneIdentity, Oracle, Sailpoint, IBM)', 'Java/J2EE software development (Backend) including Javascript/HTML/JSP/JSF/ Angular/Etc (Frontend)', 'Web Server (e.g. Apache HTTPD, IIS, Oracle HTTP Server, IBM HTTP Server) installation, configuration, hardening and performance optimization', 'Application Server (e.g. Weblogic, Websphere, JBoss/WildFly, Tomcat) installation, configuration, hardening and performance optimization', 'Database (e.g. Oracle Database, Microsoft SQL Server, MySQL) installation, configuration, hardening and performance optimization', 'Active Directory or LDAP (e.g. OUD, IBM SDS, CA Directory, Active Directory, Active Directory LDS) installation, configuration, hardening and performance optimization', 'Development or configuration experience in integration technologies such as SSL/TLS, REST and Web-Service (SOAP)', 'High-availability implementation and configuration in IAM products, web servers, application servers, directories and database servers', 'Performance testing and tuning in IAM products, web servers, application servers, directories and database servers', 'Strong plus if candidate has any/ some/ all of the following:', 'Security related certifications (e.g. CISSP, CRISC, SSCP)', 'Cloud related certifications (e.g. Microsoft Azure, AWS, GCP)', 'Practical experience in IAM solution integration and implementation', 'Process and concept knowledge in IAM areas such as access management, multi-factor authentication, strong authentication, SSO, session management, federation, identity management, credential/ password management, role management, privilege access management, cloud application access integration']	['Adnovum is a leading Swiss software engineering company with more than 30 years of experience. We are specialized in the design, implementation and integration of mission-critical large-scale business and security software solutions. Our products secure 80% of all Swiss e-banking transactions; we implement award winning applications for mobile banking as well as complex web applications to manage the order flow of millions of commodities per day.', 'We offer', 'Internal training to improve your hands-on knowledge on the assign jobs', 'Different customer projects using technologies like Java 8, Java EE, EJB, JPA, Hibernate, Spring, JUnit, Mockito, Eclipse RCP, WebServices (RESTful, SOAP), JavaScript, Cordova, JSF, Angular (2), HTML5, CSS 3, JQuery, etc.', 'Project assignments according to your skill set and development goals', 'Working side by side with highly skilled and experienced software engineers', 'Collaboration with colleagues in Switzerland, Hungary, Portugal and Singapore', 'Friendly working atmosphere in a well-equipped and professional IT environment', 'Long-term and stable job with flexible working hours', 'A competitive salary plus a performance based bonus, a premium healthcare plan and free English classes']	https://itviec.com/it-jobs/iam-engineers-java-iam-adnovum-vietnam-0603?lab_feature=preview_jd_page	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBendjSWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e10a9468dc5207e2d6366b034e2f2ce21d1eb69b/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/adnovum_logo_pos_ver_rgb_2000px_white_safe_space.png
7	8	Mid/Senior Web Frontend Engineer	BAEMIN Vietnam (Woowa Bros.)	26m	['Ho Chi Minh']	Floor 4-5th, Friendship Tower - 31 Lê Duẫn, Phường Bến Nghé, District 1, Ho Chi Minh See map	Thương lượng	['PURPOSE OF JOB: ', 'Responsible for the translation of product design wireframes to actual code, including developing and maintaining all the BAEMIN’s external web services, such as brand websites, internal operating web services and API server if needed.', '1. Deliver web frontend services:', 'Build and develop web features on given requirements, collaborate effectively with product designers and backend engineers for external web services, operators who use internal operating service and backend engineers which provide API;', 'Analyze, propose and implement solutions to complex and flexible business features;', 'Maintain and improve high-quality in-house JavaScript libraries and toolsets following product design guidelines;', 'Work closely with other junior engineers, involve them in constructive and concise code review with peers, especially junior ones.', '2. Other tasks assigned by Line Manager']	['A degree of Computer Science, Software Engineer/ Information Technology or experiences in related fields.', 'From 3 to 5 years of experience of “client-side” programming;', 'From 2 to 5 years of coding experience in component-based UI framework;', 'Familiar with agile software development and engineering culture.', 'Knowledge and experience in Cloud base infrastructure. (e.g. AWS, Google Cloud);', 'Knowledge about developing simple API server;', 'Effective communication and teamwork skills, particularly ability to work in squad to ensure delivering project OTIF.', 'High learning agility and real passion for coding and programming, innovation, and solving challenging problems;', 'High adaptability and flexibility to the rapid changes of the business;', 'High responsibility and diligence;', 'Detail-oriented and efficient time manager who thrives in a dynamic and fast-paced working environment.']	['1/ Attractive salary & benefits', '12 annual leave + 4 full-paid sick leave', 'Year-end bonus, public holiday bonus, birthday bonus;', 'Appraisal and salary review every year', '2/ Macbook for employees', '3/ Training Courses', 'Personal training, internal training, oversea training in Korea.....', '4/ Activities', 'Company trip & Team building every year;', 'Year End Party;', 'Team building for Team/Dept every month;', 'Clubs: TENNIS CLUB, MOVIE CLUB, FOOD LOVERS, LUNCH DAY,…', '5/ Transportation: Taxi for working purpose', '6/ Vouchers', '7/ Opportunity to be trained & worked in a leading e-commerce company in Viet Nam;']	https://itviec.com/it-jobs/mid-senior-web-frontend-engineer-baemin-vietnam-woowa-bros-5505?lab_feature=preview_jd_page	https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeVNQSGc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--71d173430b33d98accb4aebc7c204b35e71ddf6d/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwUm1sRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--d55b6722f71e82d147ad94b8445be27797820f9f/BAEMIN%20-%20Woowa%20Brothers.png
